"CodeSystem Code","CodeSystem Name","Valueset Category Name","Valueset Name","Concept Code","Concept Name"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","34177-6","Opiates [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","3414-0","Buprenorphine [Presence] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","33527-3","Methadone.long acting metabolite [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","3310-0","Alphaprodine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","32125-7","Propoxyphene [Moles/volume] in Serum or Plasma"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","32101-8","Oxycodone [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","32100-0","Morphine [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","32099-4","6-Monoacetylmorphine (6-MAM) [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","32093-7","Methadone [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","32088-7","Meperidine [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","32081-2","Hydromorphone [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","32080-4","Hydrocodone [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","31088-8","Narcotics and opioids [Identifier] in Bile fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","31086-2","Morphine Free [Mass/volume] in Bile fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","31084-7","Methadone [Mass/volume] in Bile fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29400-9","Meperidine [Mass/volume] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29387-8","Norpropoxyphene [Mass/volume] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29377-9","Narcotics and opioids [Identifier] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29376-1","Narcotics and opioids [Identifier] in Blood"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29372-0","Codeine [Mass/volume] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29356-3","Fentanyl [Presence] in Serum or Plasma"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29345-6","6-Monoacetylmorphine (6-MAM) [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29337-3","Morphine Free [Mass/volume] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29294-6","Methadone [Mass/volume] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29287-0","Morphine [Presence] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29285-4","Methadone [Presence] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29278-9","Codeine [Presence] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29159-1","Methadone [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","29158-3","Opiates [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2897895,"Hydromorphone [Presence] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2888825,"Propoxyphene [Presence] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2877108,"Nalbuphine [Mass/volume] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2862620,"Propoxyphene [Mass/volume] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2821925,"Propoxyphene + Norpropoxyphene [Mass/volume] in Serum or Plasma"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","28072-7","Dihydrocodeine+Hydrocodeinone [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","28061-0","Naloxone [Mass/volume] in Serum or Plasma"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27920-8","Normeperidine [Presence] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2753259,"Morphine [Presence] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2737920,"Sufentanil [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2737615,"Sufentanil [Mass/volume] in Serum or Plasma"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27357-3","Hydrocodone Free [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27321-9","Opiates [Mass/volume] in Milk"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27314-4","Hydromorphone Free [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27312-8","Hydrocodone Free [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27311-0","Codeine Free [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27293-0","Oxycodone Free [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27283-1","Methadone [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27281-5","Propoxyphene [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27211-2","Norpropoxyphene [Mass/mass] in Hair"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27207-0","Methadone [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27206-2","Morphine Free [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27196-5","Hydromorphone Free [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27190-8","Propoxyphene [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27136-1","Opiates [Presence] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2707757,"Butorphanol [Mass/volume] in Body fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27067-8","Propoxyphene [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27064-5","Opiates [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27054-6","Morphine Free [Mass/volume] in Cerebral spinal fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27053-8","Morphine [Mass/volume] in Cerebral spinal fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27052-0","Methadone [Mass/volume] in Milk"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27041-3","Norpropoxyphene [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27035-5","Dihydrocodeine+Hydrocodeinone [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","27029-8","Norpropoxyphene [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26869-8","Oxycodone [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26865-6","Codeine [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26863-1","Hydrocodone [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26862-3","Hydromorphone [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26860-7","Morphine [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26744-3","Opiates [Mass/mass] in Meconium by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26722-9","Oxycodone [Mass/mass] in Hair"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26721-1","6-Monoacetylmorphine (6-MAM) [Mass/mass] in Hair"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26720-3","Codeine [Mass/mass] in Hair"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26719-5","Hydrocodone [Mass/mass] in Hair"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26718-7","Hydromorphone [Mass/mass] in Hair"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","26696-5","Morphine Free [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2310585,"Opiates [Presence] in Unknown substance by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2310281,"Opiates [Presence] in Unknown substance by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2310008,"Opiates [Presence] in Unknown substance"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2309096,"Opiates [Presence] in Urine by SAMHSA screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2308790,"Opiates [Presence] in Urine by SAMHSA confirm method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2308486,"Opiates [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2308181,"Opiates [Presence] in Serum or Plasma by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2307270,"Opiates [Mass/volume] in Serum or Plasma"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2306964,"Opiates [Presence] in Meconium by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2306659,"Opiates [Presence] in Meconium by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2306386,"Opiates [Presence] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2305778,"Opiates [Mass/volume] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2305472,"Opiates [Presence] in Gastric fluid by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2305167,"Opiates [Presence] in Gastric fluid by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2304863,"Opiates [Presence] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC",2304560,"Opiates [Mass/volume] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","21431-2","Opiates [Presence] in Urine by Screen method >2000 ng/mL"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","20551-8","Nalbuphine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","20550-0","Morphine Free [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","20540-1","Levorphanol [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","20527-8","Ethylmorphine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19650-1","Oxymorphone cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19649-3","Oxymorphone cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19648-5","Oxymorphone [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19646-9","Oxymorphone [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19645-1","Oxycodone cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19644-4","Oxycodone cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19643-6","Oxycodone [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19642-8","Oxycodone [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19637-8","Norpropoxyphene cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19636-0","Norpropoxyphene cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19635-2","Norpropoxyphene [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19632-9","Norpropoxyphene [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19613-9","Naltrexone cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19612-1","Naltrexone cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19611-3","Naltrexone [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19610-5","Naltrexone [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19609-7","Naltrexone [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19608-9","Nalbuphine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19607-1","Nalbuphine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19605-5","Nalbuphine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19604-8","Morphine Free cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19603-0","Morphine Free cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19602-2","Morphine Free [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19601-4","Morphine Free [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19600-6","Morphine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19599-0","Morphine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19597-4","Morphine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19593-3","6-Monoacetylmorphine (6-MAM) [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19553-7","Methadone cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19552-9","Methadone cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19550-3","Methadone [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19535-4","Meperidine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19534-7","Meperidine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19532-1","Meperidine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19519-8","Levorphanol cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19518-0","Levorphanol cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19516-4","Levorphanol [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19488-6","Hydromorphone cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19487-8","Hydromorphone cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19486-0","Hydromorphone [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19485-2","Hydrocodone cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19484-5","Hydrocodone cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19483-7","Hydrocodone [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19482-9","Hydrocodone [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19465-4","Ethylmorphine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19464-7","Ethylmorphine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19463-9","Ethylmorphine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19462-1","Ethylmorphine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19451-4","Dihydrocodeine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19450-6","Dihydrocodeine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19449-8","Dihydrocodeine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19448-0","Dihydrocodeine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19446-4","Dihydrocodeine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19442-3","Diamorphine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19441-5","Diamorphine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19439-9","Diamorphine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19438-1","Propoxyphene + Norpropoxyphene cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19437-3","Propoxyphene + Norpropoxyphene cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19436-5","Propoxyphene + Norpropoxyphene [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19435-7","Propoxyphene + Norpropoxyphene [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19434-0","Propoxyphene + Norpropoxyphene [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19433-2","Propoxyphene + Norpropoxyphene [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19432-4","Propoxyphene cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19431-6","Propoxyphene cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Narcotics-Opioids-Toxicology-LOINC","19429-0","Propoxyphene [Presence] in Urine by Screen method"
